nct_id,drug_name,status,phase,start_date,why_stopped
NCT06484920,Pembrolizumab,RECRUITING,PHASE2,,
NCT02900560,Pembrolizumab,TERMINATED,PHASE2,,
NCT04165096,Pembrolizumab,COMPLETED,PHASE2,,
NCT02855203,Pembrolizumab,COMPLETED,"PHASE1,PHASE2",,
NCT04099641,Pembrolizumab,COMPLETED,PHASE2,,
NCT04999202,Pembrolizumab,TERMINATED,PHASE1,,"Last patient ongoing on treatment ended the study on 20th January 2025. Hence, the end of study was reached as defined in the protocol."
NCT05714553,Pembrolizumab,TERMINATED,"PHASE1,PHASE2",,The NuTide:303 study was terminated at NuCana's discretion due to refinement of the pipeline strategy. The overall risk benefit assessment of NUC-3373 remains positive and future NUC-3373 studies are under consideration.
NCT06772623,Pembrolizumab,RECRUITING,"PHASE1,PHASE2",,
NCT02940496,Pembrolizumab,COMPLETED,PHASE2,,
NCT03145961,Pembrolizumab,UNKNOWN,PHASE2,,
NCT06929286,Pembrolizumab,RECRUITING,PHASE3,,
NCT04869137,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT06385080,Pembrolizumab,RECRUITING,"PHASE1,PHASE2",,
NCT04624113,Pembrolizumab,TERMINATED,PHASE1,,Ipsen bought out Epizyme
NCT03996473,Pembrolizumab,TERMINATED,PHASE1,,LPLV reached on 30Jan2023. Study was closed early for feasibility reasons related to enrollment of first line IO naïve patients. Safety data is consistent with the known safety profile of both drugs and no new safety issues have been observed
NCT06780111,Pembrolizumab,RECRUITING,"PHASE1,PHASE2",,
NCT05189171,Pembrolizumab,COMPLETED,,,
NCT03354936,Pembrolizumab,UNKNOWN,,,
NCT05218629,Pembrolizumab,UNKNOWN,PHASE2,,
NCT02621398,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE1,,
NCT04336098,Pembrolizumab,COMPLETED,PHASE1,,
NCT02703714,Pembrolizumab,COMPLETED,PHASE2,,
NCT06128863,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT02892201,Pembrolizumab,TERMINATED,PHASE2,,Low enrollment
NCT06482801,Pembrolizumab,RECRUITING,PHASE2,,
NCT07207928,Pembrolizumab,ACTIVE_NOT_RECRUITING,,,
NCT03093428,Pembrolizumab,COMPLETED,PHASE2,,
NCT03348891,Pembrolizumab,COMPLETED,NA,,
NCT07021989,Pembrolizumab,NOT_YET_RECRUITING,PHASE2,,
NCT05389527,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT05467670,Pembrolizumab,RECRUITING,PHASE2,,
NCT06045195,Pembrolizumab,NOT_YET_RECRUITING,PHASE2,,
NCT03051672,Pembrolizumab,TERMINATED,PHASE2,,"Based on two-stage design, the study ended at stage 1 with no evidence of promise based on pre-specified decision rule."
NCT02925533,Pembrolizumab,TERMINATED,PHASE1,,Terminated due to safety concerns.
NCT03217071,Pembrolizumab,COMPLETED,PHASE2,,
NCT03225547,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT02301039,Pembrolizumab,COMPLETED,PHASE2,,
NCT06311981,Pembrolizumab,RECRUITING,PHASE2,,
NCT04083599,Pembrolizumab,ACTIVE_NOT_RECRUITING,"PHASE1,PHASE2",,
NCT02312557,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT02644967,Pembrolizumab,COMPLETED,PHASE2,,
NCT03407144,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT02364609,Pembrolizumab,COMPLETED,PHASE1,,
NCT06004336,Pembrolizumab,RECRUITING,PHASE2,,
NCT02079636,Pembrolizumab,COMPLETED,PHASE1,,
NCT05182164,Pembrolizumab,RECRUITING,PHASE2,,
NCT01174121,Pembrolizumab,RECRUITING,PHASE2,,
NCT03358472,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE3,,
NCT06005818,Pembrolizumab,RECRUITING,PHASE2,,
NCT06268613,Pembrolizumab,RECRUITING,PHASE1,,
NCT05969496,Pembrolizumab,RECRUITING,PHASE2,,
NCT04949191,Pembrolizumab,TERMINATED,PHASE2,,A business decision due to availability of commercial drug and other options for accessing study drug treatment.
NCT06196554,Pembrolizumab,RECRUITING,,,
NCT03053856,Pembrolizumab,UNKNOWN,PHASE2,,
NCT02331251,Pembrolizumab,TERMINATED,"PHASE1,PHASE2",,PI not longer at site.
NCT02316002,Pembrolizumab,COMPLETED,PHASE2,,
NCT03411473,Pembrolizumab,TERMINATED,PHASE2,,Trial will not proceed due to changes in the treatment landscape.
NCT02448303,Pembrolizumab,COMPLETED,PHASE2,,
NCT04387461,Pembrolizumab,COMPLETED,PHASE2,,
NCT03166254,Pembrolizumab,WITHDRAWN,PHASE1,,Lost funding
NCT04157517,Pembrolizumab,TERMINATED,"PHASE1,PHASE2",,Study was terminated early due to futility.
NCT03114280,Pembrolizumab,WITHDRAWN,"PHASE1,PHASE2",,MSD would not able to support the study's continuation after protocol modifications required by ANSM through dose de-escalation of pembrolizumab
NCT06731478,Pembrolizumab,RECRUITING,PHASE3,,
NCT05116189,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE3,,
NCT04585035,Pembrolizumab,ACTIVE_NOT_RECRUITING,"PHASE1,PHASE2",,
NCT06266338,Pembrolizumab,RECRUITING,PHASE2,,
NCT05929768,Pembrolizumab,RECRUITING,PHASE3,,
NCT04862455,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT05425576,Pembrolizumab,NOT_YET_RECRUITING,PHASE2,,
NCT03752723,Pembrolizumab,COMPLETED,"PHASE1,PHASE2",,
NCT04740996,Pembrolizumab,UNKNOWN,,,
NCT05558982,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT04581824,Pembrolizumab,TERMINATED,PHASE2,,"Trial terminated by GSK for strategic reasons, after all participants completed treatment. This decision was not based on a safety concern"
NCT05945823,Pembrolizumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT06875310,Pembrolizumab,RECRUITING,PHASE3,,
NCT05297565,Nivolumab,COMPLETED,PHASE3,,
NCT04506554,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT04988841,Nivolumab,COMPLETED,PHASE2,,
NCT03726281,Nivolumab,WITHDRAWN,PHASE2,,End of Agreement between BMS and SGHL
NCT04431635,Nivolumab,TERMINATED,PHASE1,,Loss of study funding
NCT03065179,Nivolumab,COMPLETED,PHASE2,,
NCT03443856,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT03700905,Nivolumab,UNKNOWN,PHASE3,,
NCT05361434,Nivolumab,ACTIVE_NOT_RECRUITING,,,
NCT03169764,Nivolumab,WITHDRAWN,"PHASE1,PHASE2",,Trial not initiated
NCT03340129,Nivolumab,RECRUITING,PHASE2,,
NCT04173325,Nivolumab,TERMINATED,PHASE1,,Closed by the IRB 5/26/22 due to non-compliance
NCT04907539,Nivolumab,COMPLETED,PHASE2,,
NCT03575234,Nivolumab,WITHDRAWN,PHASE1,,funding and drug were withdrawn
NCT04654234,Nivolumab,COMPLETED,,,
NCT02696993,Nivolumab,ACTIVE_NOT_RECRUITING,"PHASE1,PHASE2",,
NCT06365619,Nivolumab,RECRUITING,PHASE2,,
NCT03825367,Nivolumab,UNKNOWN,"PHASE1,PHASE2",,
NCT07163507,Nivolumab,NOT_YET_RECRUITING,,,
NCT04570839,Nivolumab,COMPLETED,"PHASE1,PHASE2",,
NCT04078295,Nivolumab,ACTIVE_NOT_RECRUITING,"PHASE1,PHASE2",,
NCT05361720,Nivolumab,RECRUITING,PHASE2,,
NCT04299880,Nivolumab,COMPLETED,PHASE1,,
NCT06999980,Nivolumab,NOT_YET_RECRUITING,PHASE2,,
NCT03793166,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE3,,
NCT04624113,Nivolumab,TERMINATED,PHASE1,,Ipsen bought out Epizyme
NCT02873962,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT05189171,Nivolumab,COMPLETED,,,
NCT03354936,Nivolumab,UNKNOWN,,,
NCT03219671,Nivolumab,UNKNOWN,PHASE2,,
NCT03396211,Nivolumab,COMPLETED,PHASE1,,
NCT06452329,Nivolumab,ACTIVE_NOT_RECRUITING,,,
NCT03929029,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE1,,
NCT06587451,Nivolumab,SUSPENDED,PHASE3,,"In light of the evolving regulatory landscape and growing indications that major Health Authorities will move towards a streamlined clinical development, Sandoz took a strategic decision and is winding down its CJPB898A12301 clinical study."
NCT03575598,Nivolumab,COMPLETED,EARLY_PHASE1,,
NCT03807765,Nivolumab,COMPLETED,PHASE1,,
NCT03502330,Nivolumab,COMPLETED,PHASE1,,
NCT03529890,Nivolumab,UNKNOWN,PHASE2,,
NCT07028125,Nivolumab,RECRUITING,PHASE4,,
NCT03348891,Nivolumab,COMPLETED,NA,,
NCT02864316,Nivolumab,TERMINATED,PHASE2,,Poor accrual
NCT02983006,Nivolumab,COMPLETED,PHASE1,,
NCT03835533,Nivolumab,COMPLETED,PHASE1,,
NCT02304458,Nivolumab,COMPLETED,"PHASE1,PHASE2",,
NCT03048136,Nivolumab,WITHDRAWN,PHASE3,,Business objective has changed
NCT03507699,Nivolumab,COMPLETED,PHASE1,,
NCT02275533,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT03610711,Nivolumab,ACTIVE_NOT_RECRUITING,"PHASE1,PHASE2",,
NCT06410534,Nivolumab,WITHDRAWN,PHASE2,,PI left NIH.
NCT03267498,Nivolumab,COMPLETED,PHASE2,,
NCT03241173,Nivolumab,COMPLETED,"PHASE1,PHASE2",,
NCT06196554,Nivolumab,RECRUITING,,,
NCT04871594,Nivolumab,COMPLETED,PHASE1,,
NCT03283046,Nivolumab,WITHDRAWN,PHASE1,,Similar to another study.
NCT03692442,Nivolumab,UNKNOWN,,,
NCT04062656,Nivolumab,UNKNOWN,PHASE2,,
NCT03459222,Nivolumab,COMPLETED,"PHASE1,PHASE2",,
NCT04233840,Nivolumab,UNKNOWN,"PHASE1,PHASE2",,
NCT02714218,Nivolumab,COMPLETED,PHASE3,,
NCT03251924,Nivolumab,TERMINATED,"PHASE1,PHASE2",,Study CA021-002 was terminated because the Sponsor discontinued further development of BMS-986226 due to a change in business objectives. The decision for the study closure was not related to any safety concerns associated with BMS-986226.
NCT03647878,Nivolumab,ACTIVE_NOT_RECRUITING,,,
NCT06304597,Nivolumab,NOT_YET_RECRUITING,PHASE1,,
NCT07075120,Nivolumab,NOT_YET_RECRUITING,PHASE1,,
NCT02038933,Nivolumab,COMPLETED,PHASE2,,
NCT04966676,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT03656718,Nivolumab,COMPLETED,"PHASE1,PHASE2",,
NCT04024878,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE1,,
NCT02954991,Nivolumab,TERMINATED,PHASE2,,This study was terminated as a result of Sponsor portfolio reprioritization.
NCT04702880,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT06926179,Nivolumab,RECRUITING,,,
NCT02451982,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT06773910,Nivolumab,RECRUITING,PHASE2,,
NCT02488759,Nivolumab,COMPLETED,"PHASE1,PHASE2",,
NCT05926960,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT03404960,Nivolumab,COMPLETED,"PHASE1,PHASE2",,
NCT04046614,Nivolumab,COMPLETED,"PHASE1,PHASE2",,
NCT03563248,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT01658878,Nivolumab,COMPLETED,"PHASE1,PHASE2",,
NCT04270864,Nivolumab,TERMINATED,PHASE1,,The part A of the trial has been completed according to the protocol. The part B has not been opened because of unfeasibility (experimental products not yet available).
NCT06283238,Nivolumab,NOT_YET_RECRUITING,,,
NCT02681302,Nivolumab,TERMINATED,"PHASE1,PHASE2",,Lack of Accrual
NCT03458455,Nivolumab,UNKNOWN,,,
NCT03068455,Nivolumab,COMPLETED,PHASE3,,
NCT06544655,Nivolumab,RECRUITING,PHASE1,,
NCT02526017,Nivolumab,COMPLETED,PHASE1,,
NCT06566391,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT04271384,Nivolumab,COMPLETED,PHASE2,,
NCT03014804,Nivolumab,WITHDRAWN,PHASE2,,Final contract negotiations
NCT02967133,Nivolumab,TERMINATED,PHASE2,,Lack of enrollment
NCT04599140,Nivolumab,ACTIVE_NOT_RECRUITING,"PHASE1,PHASE2",,
NCT04688658,Nivolumab,ACTIVE_NOT_RECRUITING,"PHASE1,PHASE2",,
NCT07050043,Nivolumab,RECRUITING,PHASE3,,
NCT05233358,Nivolumab,UNKNOWN,NA,,
NCT03333616,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
NCT03326258,Nivolumab,WITHDRAWN,"PHASE1,PHASE2",,The study itself was Disapproved on 04/20/2018 and will not be moving forward.
NCT02960906,Nivolumab,COMPLETED,PHASE2,,
NCT02041533,Nivolumab,COMPLETED,PHASE3,,
NCT02419417,Nivolumab,COMPLETED,"PHASE1,PHASE2",,
NCT05704647,Nivolumab,RECRUITING,PHASE2,,
NCT03313804,Nivolumab,ACTIVE_NOT_RECRUITING,PHASE2,,
